71059	8801
71064	33
71066	49
71070	39
71074	60
71085	639
71086	65
97528	24373
97528	24378
97528	24386
97528	24387
97847	25573
83012	43810
83012	43820
90386	467321
90386	467322
90386	467355
90386	467356
90386	467357
90386	467358
90386	467359
90386	46736
90386	46737
90386	46739
95001	41772
95642	25420
97280	25639
97330	1876210
97330	1876700
97330	1876707
97330	1876909
97330	1876919
97330	1876990
97330	1876995
97330	1876997
97330	1876999
97363	4673456
97404	51181
97404	51183
97431	1268770
97431	1268771
97431	1268772
97431	1268773
97431	1268774
97431	1268775
97446	230421
97446	230422
97446	230423
97446	230428
97446	230429
97446	23071
97446	23072
97446	23073
97446	23074
97520	5399
97306	124623
97863	4478297
97863	4478298
97863	4478299
119941	94117
119941	94217
119941	94237
119941	94247
119941	94257
119941	94267
119941	94277
119941	94317
119941	94327
119941	94337
119941	94347
119941	94357
119941	94367
119941	94377
119941	94387
119941	94417
119941	94457
119941	94477
119941	94517
119941	94527
119941	94547
119941	94557
119941	94577
119941	94637
119941	94657
119941	94667
119941	94677
119941	94817
119941	94917
111402	382
83090	447504
83090	447505
97362	1784519
102174	9712
102176	97155
102177	97150
102178	971
102179	9718
101989	521
102024	52
118450	4478391
118450	4478392
118450	4478397
90008	23747
90008	23748
90009	23740
90009	23741
97401	50540
97401	50541
97401	50564
97401	50565
97401	50569
97401	50582
97401	50583
97401	50584
97401	50585
97747	262269
108001	66
90438	5982
90376	290
89897	97336
91837	2314
91839	2315
91865	25671
90384	597
90385	268
90390	41
90396	886
90400	255
90405	228
90407	690
90410	216
90301	680
90310	5072
90311	675
89907	9477
89908	38039
89910	38063
89910	38093
89925	5094
89926	5095
89927	5097
89931	99532
89936	93
90314	51
90320	351292
90320	351295
90320	351296
90324	351
90334	250
90335	239
90337	38111
90344	248
90345	23222
90347	232
90351	421
90354	38631
90354	38641
90354	38651
90355	386
90356	38630
90356	38640
90357	677
90362	27
90368	82
90228	603
90231	960
90235	223
90238	692
90239	596696
90240	596
90243	222
90245	269
90246	691
90249	373
93184	2317
90252	37369
90256	976
90260	212
90261	25882
90262	258
90263	25884
90264	95
90266	264
90267	674
90271	977
90274	599
90281	31
90283	31614
90283	31624
90283	31641
90283	31642
90283	31643
90285	687
90286	642
90287	64
90289	505
90291	2341
90293	227
90295	22794
90296	683
90297	850
90298	47
90166	97259
90170	225
90177	813
90181	25472
90182	686
90189	856
90193	371
90196	9613
90196	96170
90196	96171
90197	961
90199	266
90203	218
90204	423
90211	3706
90213	370
90215	352
90217	8536
90218	853
90220	389
90221	3892
90224	261
90225	26122
90227	265
90081	670
90082	593
90092	240
90093	291
90095	500
90096	298
90097	679
90099	35819
90099	3589
90102	358
90107	594694
90108	594
90109	689
90111	241
90113	2209
90114	220
90118	35054
90118	35056
90118	35057
90118	35058
90119	350
90120	3021
90121	30697
90126	30694
90127	299
90130	590690
90131	590
90134	502
90135	245
90137	224
90138	592
90140	361
90141	36
90142	3620
90143	3630
90144	3670
90146	354
90148	6221
90151	6231
90153	98
90155	964
90156	9641
90161	3531
90076	253
89386	234803
89386	234806
89391	46
89392	676
89396	90312
89398	90392
89399	90212
89399	90216
89401	256
89402	25675
89405	598
89406	5989
89408	26391
